district,total_case_count,2020-04-25,2020-04-26,2020-04-27,2020-04-28,2020-04-29,2020-04-30,2020-05-01,2020-05-02,2020-05-03,2020-05-04,2020-05-05,2020-05-06,2020-05-07,2020-05-08,2020-05-09,2020-05-10,2020-05-11,2020-05-12,2020-05-13,2020-05-14,2020-05-15,2020-05-16,2020-05-17,2020-05-18,2020-05-19
"Narsinghpur, MP",0.0,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
"Nashik, MH",857.0,1.8,0.82,0.82,0.82,1.64,1.64,1.64,1.64,3.6,1.64,1.64,8.84,11.46,3.93,6.22,10.48,6.06,7.37,1.64,9.17,2.95,1.64,2.62,0.98,0.0
"Navsari, GJ",8.0,,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Nawada, BR",41.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.9,2.71,0.9,0.9,0.9,0.9,4.06,0.45,0.45,2.26
"Nayagarh, OR",10.0,,,,,,,,,,,,,,,,,,,,,,2.08,2.08,2.08,1.04
"Neemuch, MP",50.0,,,,,,,,,,,,,,,6.05,2.42,18.16,8.48,4.84,8.48,4.84,1.21,0.0,0.0,0.0
"Nicobars, AN",0.0,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
"Nilgiris, TN",14.0,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Nirmal, TG",20.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Niwari, MP",0.0,,,,,,,,,,,,,,,,,,,,,,,,,
"Nizamabad, TG",61.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Noney, MN",0.0,,,,,,,,,,,,,,,,,,,,,,,,,
"North  District, SK",0.0,,,,,,,,,,,,,,,,,,,,,,,,,
"North 24 Parganas, WB",396.0,1.09,1.09,1.09,1.09,1.09,1.09,1.09,1.09,1.09,1.09,0.89,1.49,1.79,1.19,1.09,0.79,2.18,1.49,1.29,1.59,0.4,1.49,1.88,2.58,1.49
"North District, SK",0.0,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
"North Garo Hills, ML",0.0,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
"North Goa, GA",6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"North Tripura, TR",4.0,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"North and Middle Andaman, AN",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Nuapada, OR",0.0,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
"Nuh, HR",65.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.67,0.0,0.0,0.0
"Osmanabad, MH",11.0,,,,,,,,,,,,,,,,,,,0.6,0.6,0.6,0.6,0.6,0.6,0.0
"Other Region, MP",0.0,,,,,,,,,,,,,,,,,,,,,,,,,
"Pakke Kessang, AR",0.0,,,,,,,,,,,,,,,,,,,,,,,,,
"Pakur, JH",0.0,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
"Palakkad, KL",26.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.71,0.71,1.07,0.36,0.71,0.71,0.36,0.36
"Palamu, JH",15.0,,,,,,,,,,,,,,0.52,0.52,0.52,0.52,0.52,0.52,0.52,0.0,0.0,0.0,0.0,0.0
"Palghar, MH",437.0,1.67,0.67,1.67,1.67,1.67,0.67,0.67,0.67,2.68,0.67,0.67,0.67,7.36,2.34,2.68,5.02,7.69,5.02,8.36,3.68,8.7,9.03,10.03,5.69,0.0
"Pali, RJ",209.0,0.0,0.0,0.0,4.41,4.41,1.96,1.96,1.96,4.41,4.41,4.41,4.41,4.91,2.45,2.45,0.98,2.45,0.49,13.24,2.45,6.38,0.49,6.87,1.96,37.77
"Palwal, HR",40.0,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Panch Mahals, GJ",71.0,0.84,1.26,1.26,1.26,1.26,4.19,1.26,,,,1.67,0.84,1.67,1.67,0.84,0.84,1.67,1.67,1.67,0.84,1.67,1.67,0.84,0.0,0.0
"Panchkula, HR",25.0,,,,,,,,,,,,,,,,3.58,3.58,3.58,1.79,1.79,1.79,0.0,0.0,0.0,0.0
"Panipat, HR",40.0,0.83,3.33,0.83,0.83,0.0,0.0,0.0,0.0,0.0,2.49,0.83,4.16,0.83,0.83,0.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.83,0.83
"Panna, MP",2.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0
"Papum Pare, AR",0.0,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
"Parbhani, MH",7.0,,,,,,,0.54,0.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Paschim Bardhaman, WB",19.0,,,,,,,,,,,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35
"Pashchimi Singhbhum, JH",0.0,,,,,,,,,,,,,,,,,,,,,,,,,
"Patan, GJ",53.0,,0.74,0.0,0.0,0.0,0.0,0.0,2.23,0.74,0.74,0.74,0.0,0.0,0.0,0.0,0.0,0.74,0.74,1.49,2.23,0.74,2.23,2.98,5.21,2.98
"Pathanamthitta, KL",22.0,,,,,,,,,,,,,,,,,,,0.84,0.84,0.0,0.0,0.0,0.0,0.84
"Pathankot, PB",29.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Patiala, PB",103.0,2.07,0.69,0.69,0.69,0.69,0.35,0.35,7.26,1.04,1.04,1.04,0.69,2.07,2.07,2.07,0.35,0.35,0.35,2.07,2.07,0.35,0.35,0.35,0.35,0.35
"Patna, BR",167.0,1.21,1.39,1.39,1.39,1.39,0.35,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.87,1.39,1.39,1.91,1.21,3.46,1.39,1.39,1.04,9.87,0.35,0.35
"Pauri Garhwal, UT",4.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
"Peddapalli, TG",2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Perambalur, TN",139.0,,0.0,0.0,0.0,0.0,0.0,3.54,3.54,3.54,3.54,1.77,5.31,58.46,3.54,3.54,15.94,1.77,47.83,1.77,7.09,0.0,0.0,0.0,0.0,0.0
"Peren, NL",0.0,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
"Phek, NL",0.0,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
"Pherzawl, MN",0.0,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
"Pilibhit, UP",24.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.98,0.98,0.98,0.98,0.49,0.98
"Pithoragarh, UT",0.0,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
"Porbandar, GJ",5.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0
"Prakasam, AP",66.0,0.59,0.59,0.29,0.29,0.29,0.29,0.29,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Pratapgarh, RJ",0.0,,,,,,,,,,,,,,,,,,,,,,,,,
"Pratapgarh, UP",0.0,,,,,,,,,,,,,,,,,,,,,,,,,
"Pratapgarh(RJ), RJ",7.0,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3,2.3
"Pratapgarh(UP), UP",45.0,,,,0.0,0.0,0.0,0.0,0.32,0.32,0.32,0.32,0.32,0.0,0.0,0.0,0.0,0.0,0.63,0.32,0.32,0.32,0.32,0.32,0.32,0.32
"Prayagraj, UP",46.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.67,0.17,0.34,0.34,0.34,0.67,0.67,0.34,0.34,0.34,0.67,0.67,0.84,1.17,0.5,1.01,0.34,0.34
"Puducherry, PY",18.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.05,1.05,1.05,1.05,1.05,1.05,1.05,1.05,0.0,0.0,0.0,1.05,1.05,0.0,0.0,0.0,0.0
"Pudukkottai, TN",7.0,,,,,,,,,,,,,1.04,0.52,0.52,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Pulwama, JK",18.0,,,,,3.51,3.51,1.75,1.75,1.75,1.75,1.75,1.75,1.75,3.51,3.51,0.0,0.0,0.0,0.0,0.0,1.75,3.51,3.51,1.75,1.75
"Punch, JK",3.0,,,,,,,,,,,,,,,,,,,,,,,,4.19,0.0
"Pune, MH",4071.0,12.73,2.33,9.44,9.44,1.91,5.94,9.44,9.44,6.05,9.44,9.44,2.65,4.46,5.09,5.09,48.16,11.67,15.7,23.76,16.23,17.72,17.61,18.46,26.52,0.0
"Purba Bardhaman, WB",16.0,,,,,,,,,,,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.21,0.21,0.41,0.21,0.21,0.21,0.41
"Purbi Singhbhum, JH",0.0,,,,,,,,,,,,,,,,,,,,,,,,,
"Puri, OR",33.0,,,,,,,,,,,,,,,,,0.59,0.59,0.0,0.0,0.0,2.36,4.12,2.36,2.36
"Purnia, BR",31.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.0
"Purulia, WB",0.0,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
"Rae Bareli, UP",58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29,0.29,0.0,0.0,0.0,0.29,0.29,0.29,0.0,0.0,0.0,0.29,0.29,0.29
"Raichur, KA",7.0,,,,,,,,,,,,,,,,,,,,,,,,,
"Raigarh(CG), CT",0.0,,,,,,,,,,,,,,,,,,,,,,,,,
"Raigarh(CT), CT",2.0,,,,,,,,,,,,,,,,,,,,,,,,,
"Raigarh(MH), MH",472.0,,,,,,,,,,,,,,,,,,,,,,,,,
"Railway Quarantine, TN",2.0,,,,,,,,,,,,,,,,,,,,,,,,,
"Raipur, CT",7.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Raisen, MP",67.0,0.0,0.0,3.75,9.01,1.5,6.01,1.5,1.5,1.5,1.5,3.0,3.75,3.75,0.75,0.75,0.75,0.75,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Rajanna Sircilla, TG",3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Rajgarh, MP",1.0,,,,,,,,,,,,,,,,,,,,,,,,,
"Rajkot, GJ",82.0,0.32,0.32,0.32,2.85,0.95,0.0,0.0,0.0,0.0,0.0,0.32,0.32,0.32,0.32,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.32,0.32,0.32,0.63
"Rajnandgaon, CT",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Rajouri, JK",8.0,,,,,,,,,,,,,,,,,,,,,,1.61,1.61,1.61,1.61
"Rajsamand, RJ",53.0,,,,,,,,0.86,0.86,0.86,0.86,0.86,0.86,5.18,1.73,0.86,3.45,0.86,4.32,3.45,2.59,0.86,0.86,8.63,0.0
"Ramanagara, KA",0.0,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
"Ramanathapuram, TN",39.0,1.5,1.5,0.0,0.0,0.0,0.0,1.5,1.5,1.5,1.5,0.75,0.75,0.75,0.75,1.5,0.75,2.99,0.75,0.75,0.75,0.0,0.0,0.0,0.0,1.5
"Ramban, JK",24.0,,,,,,,,,,,,,,,,,,,,,7.06,42.36,17.65,3.53,0.0
"Ramgarh, JH",3.0,,,,,,,,,,,,,,,,,,,,,,,,1.05,1.05
"Rampur, UP",84.0,,0.43,0.43,0.0,0.0,0.0,0.43,0.43,0.0,0.0,0.0,0.0,0.0,0.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.14,3.43,2.57,0.43
"Ranchi, JH",105.0,0.34,8.59,6.87,0.69,0.34,1.03,0.69,0.0,0.0,0.0,0.0,0.69,0.0,0.0,0.0,0.0,0.0,0.34,0.34,2.06,0.34,0.34,0.34,0.34,0.34
"Ranga Reddy, TG",44.0,0.78,0.78,0.78,0.0,0.0,0.0,0.0,0.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.78,0.78,0.78,0.0,0.0
"Ranipet, TN",84.0,,,,,,,0.83,0.83,0.83,0.83,0.0,0.0,0.0,0.83,0.83,4.96,0.83,7.44,0.0,0.0,0.0,2.48,0.83,0.83,0.83
"Ratlam, MP",28.0,0.0,0.0,0.0,0.0,0.0,0.0,1.38,0.0,0.0,0.0,0.0,0.0,1.38,1.38,0.0,0.0,0.0,0.0,2.75,0.0,0.0,0.0,0.0,0.0,0.0
"Ratnagiri, MH",101.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.62,0.0,0.0,0.0,0.62,0.62,0.62,11.16,3.72,8.06,3.1,14.26,1.86,3.1,2.48,3.72,0.0
"Rayagada, OR",0.0,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
"Reasi, JK",3.0,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Rewa, MP",14.0,,,,,,,,,,,,,,,,,,0.85,0.85,0.85,1.69,0.42,0.42,0.42,0.0
"Rewari, HR",9.0,,,,,,,,,,,,,,,,,,,1.12,1.12,1.12,1.12,0.0,0.0,0.0
"Ribhoi, ML",0.0,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
"Rohtak, HR",13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.94,0.94,0.94,0.94,0.94,0.94
"Rohtas, BR",91.0,0.68,2.03,5.4,0.68,0.68,3.71,2.36,0.0,0.0,0.0,0.0,0.0,0.0,0.68,0.68,0.34,0.34,0.34,1.01,0.68,0.34,0.34,0.34,0.0,0.0
"Rudraprayag, UT",0.0,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
"Rupnagar, PB",60.0,,,,,,,1.46,1.46,11.71,0.0,0.0,0.0,0.0,0.0,0.0,51.22,1.46,1.46,1.46,1.46,1.46,1.46,0.0,0.0,0.0
"S.A.S. Nagar, PB",102.0,0.0,0.0,0.0,0.0,8.11,13.18,6.08,2.03,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"S.P.S. Nellore, AP",157.0,1.35,1.35,1.35,1.01,1.35,1.35,1.35,1.35,0.34,1.35,1.35,1.35,1.35,0.67,0.67,0.67,0.34,3.03,1.35,1.35,4.72,3.03,0.34,2.36,0.0
"Sabar Kantha, GJ",46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,1.65,0.41,1.65,1.65,1.65,1.65,1.24,0.41,0.82,0.82,0.82,1.24,2.47,0.41,2.88
"Sagar, MP",23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.68,1.68,0.84,0.84,0.84,1.26,0.42,0.42,0.84,0.84
"Saharanpur, UP",218.0,10.68,6.06,2.31,2.31,2.31,2.31,1.44,2.89,7.22,7.22,1.44,1.44,1.44,1.44,1.44,1.44,2.31,2.31,2.31,2.31,0.29,2.89,0.0,0.0,0.0
"Saharsa, BR",22.0,,,,,,,,,,,,,,,,,0.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.58
"Sahibganj, JH",0.0,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
"Saiha, MZ",0.0,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
"Saitual, MZ",0.0,,,,,,,,,,,,,,,,,,,,,,,,,
"Salem, TN",49.0,0.29,0.29,0.0,0.0,0.0,0.0,0.29,0.29,0.0,0.0,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.44,0.0
"Samastipur, BR",16.0,,,,,,,,,,,,,,,0.24,0.24,0.24,0.24,0.24,0.0,0.0,0.0,0.0,0.0,0.0
"Samba, JK",14.0,,,,,,,,,3.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.14,3.14
"Sambalpur, OR",3.0,,,,,,,,,,,,,,,,,,,,,,,,1.91,1.91
"Sambhal, UP",55.0,1.8,0.45,1.8,1.8,1.8,1.8,0.45,1.8,1.8,0.45,0.45,0.45,0.45,2.26,1.8,1.8,0.9,0.45,0.45,0.45,0.45,4.96,1.35,3.16,0.0
"Sangareddy, TG",9.0,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0
"Sangli, MH",53.0,0.0,0.0,0.35,0.35,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0,0.0,0.0,0.0,0.35,0.35,1.06,0.71,0.35,0.35,1.77,1.06,0.0
"Sangrur, PB",88.0,,,,,,1.21,1.21,1.21,2.42,31.43,13.3,1.21,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Sant Kabir Nagar, UP",40.0,11.08,5.25,5.25,5.25,5.25,5.25,5.25,0.58,11.08,11.08,11.08,11.08,2.33,2.33,2.33,2.33,2.33,11.08,11.08,1.17,1.17,0.58,1.17,5.25,5.25
"Saraikela-Kharsawan, JH",1.0,,,,,,,,,,,,,,,,,,,,,,,,,
"Saraikela-kharsawan, JH",0.0,,,,,,,,,,,,,,,,,,,,,,,,,
"Saran, BR",14.0,0.25,0.25,0.25,0.0,0.0,0.0,0.25,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.76,0.0
"Satara, MH",140.0,3.0,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,1.0,1.0,3.33,1.66,1.0,1.0,6.99,0.67,0.67,0.67,1.0,1.0,1.66,1.0,1.0,0.0
"Satna, MP",9.0,,,,,,,,,,,,,,,,0.45,0.45,0.45,0.9,0.45,0.45,0.0,0.0,0.0,0.0
"Sawai Madhopur, RJ",17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.49,1.49,1.49,1.49,0.0,0.0,0.0,0.0,0.0,0.0
"Sehore, MP",5.0,,,,,,,,,,,,,,,,,,1.53,1.53,1.53,1.53,0.0,0.0,0.0,0.0
"Senapati, MN",0.0,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
"Seoni, MP",1.0,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Serchhip, MZ",0.0,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
"Shahdol, MP",3.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Shahid Bhagat Singh Nagar, PB",105.0,,,1.63,1.63,1.63,1.63,0.0,0.0,0.0,0.0,0.0,0.0,1.63,1.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Shahjahanpur, UP",7.0,,,,,,,,,,,,,,,,,,,,,0.33,0.33,0.33,0.0,0.0
"Shajapur, MP",8.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Shamli, UP",37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.78,0.78,0.0,0.0,0.0,0.0,0.0
"Sheikhpura, BR",24.0,,,,,,,,,,,,,,,,9.45,9.45,9.45,9.45,3.15,9.45,9.45,4.72,4.72,4.72
"Sheohar, BR",5.0,,,,,,,,,,,,,1.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.52,1.52,0.0
"Sheopur, MP",5.0,,,,,,,,,,,,,,,,,,,,,,,,,
"Shi Yomi, AR",0.0,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
"Shimla, HP",1.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Shivamogga, KA",26.0,,,,,,,,,,,,,,,,,,,,,,1.71,1.14,1.71,1.71
"Shivpuri, MP",3.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Shrawasti, UP",22.0,,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Shupiyan, JK",109.0,11.28,33.84,33.84,11.28,33.84,33.84,7.52,11.28,,,22.56,18.8,15.04,22.56,22.56,11.28,22.56,22.56,3.76,7.52,11.28,11.28,11.28,3.76,0.0
"Siang, AR",0.0,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
"Siddharthnagar, UP",49.0,,,,,,,,,,3.92,3.92,1.17,1.17,0.78,0.78,0.78,0.78,0.78,2.35,1.57,1.57,0.78,3.13,0.39,0.0
"Siddipet, TG",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Sidhi, MP",5.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0
"Sikar, RJ",52.0,0.0,0.0,0.37,0.37,0.0,0.0,0.0,0.0,0.0,0.0,0.37,0.37,0.37,0.37,0.0,0.0,0.0,0.0,0.37,2.61,2.61,0.37,4.48,2.24,2.61
"Simdega, JH",3.0,,,,,,,,,,,,,,,,,,,,,,,,,
"Sindhudurg, MH",10.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.18,1.18,1.18,1.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Singrauli, MP",1.0,,,,,,,,,,,,,,,,,,,,,,,,,
"Sipahijala, TR",0.0,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
"Sirmaur, HP",4.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Sirohi, RJ",65.0,,,,,,,,,,,,,,,0.96,0.96,6.75,0.96,0.96,7.71,0.96,0.96,9.64,5.78,16.39
"Sirsa, HR",8.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Sitamarhi, BR",9.0,,,,,,1.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29,0.0
"Sitapur, UP",34.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45,0.45,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Sivaganga, TN",26.0,,,,,,,,,,,,,,,,,,,,,6.71,6.71,2.98,0.0,0.0
"Sivasagar, AS",1.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0
"Siwan, BR",45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.21,0.3,0.3,0.6,0.0,0.0,0.0
"Solan, HP",9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Solapur, MH",429.0,3.01,0.23,1.16,1.16,0.7,3.24,1.16,1.16,0.23,1.16,1.16,10.43,1.85,0.46,1.16,13.9,10.66,4.87,0.7,5.56,4.87,1.39,0.46,12.98,0.0
"Sonbhadra, UP",3.0,,,,,,,,,,,,,,,,,,,,,,,,,
"Sonipat, HR",139.0,2.03,0.68,1.35,1.35,0.68,2.03,2.03,2.03,2.03,19.59,3.38,2.03,2.03,1.35,2.03,7.43,3.38,10.13,0.68,0.68,0.68,1.35,2.03,2.03,1.35
"Sonitpur, AS",1.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0
"South 24 Parganas, WB",102.0,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.61,1.35,0.25,0.49,0.25,0.12,0.61,1.1,0.25,0.61,0.49,0.12,0.12,1.23,0.61
"South Andaman, AN",32.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"South District, SK",0.0,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
"South Garo Hills, ML",0.0,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
