,total_case_count,2020-04-21,2020-04-22,2020-04-23,2020-04-24,2020-04-25,2020-04-26,2020-04-27,2020-04-28,2020-04-29,2020-04-30,2020-05-01,2020-05-02,2020-05-03,2020-05-04
"Kota, RJ",208.0,0.20507656790008258,0.20507656790008258,0.23583805308509498,0.42040696419516926,0.42040696419516926,0.4921837629601982,0.5024375913552024,0.6664988456752685,0.4921837629601982,0.4921837629601982,0.47167610617018996,0.4306607925901735,0.20507656790008258,0.20507656790008258
"Nagaur, RJ",119.0,0.38075276635015837,0.3686653769422168,0.3747090716461876,0.21152931463897687,0.1933982305270646,0.25383517756677226,0.24779148286280145,0.14504867289529844,0.1510923675992692,0.1510923675992692,0.030218473519853836,0.012087389407941537,0.0060436947039707685,0.0060436947039707685
"Pali, RJ",29.0,0.0,0.0,0.0,0.00981097681519014,0.00981097681519014,0.00981097681519014,0.01962195363038028,0.01962195363038028,0.0981097681519014,0.0981097681519014,0.0981097681519014,0.0981097681519014,0.0981097681519014,0.15697562904304224
"Pratapgarh (Rajasthan), RJ",4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04607068856099356,0.04607068856099356
"Rajsamand, RJ",4.0,0.0,0.0,0.0,0.0,0.01726693735468793,0.01726693735468793,0.01726693735468793,0.01726693735468793,0.01726693735468793,0.0,0.01726693735468793,0.01726693735468793,0.01726693735468793,0.05180081206406379
"Sawai Madhopur, RJ",7.0,0.08967845788923813,0.10462486753744447,0.10462486753744447,0.044839228944619065,0.044839228944619065,0.014946409648206357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Sikar, RJ",7.0,0.0,0.0,0.014937986814985937,0.014937986814985937,0.014937986814985937,0.022406980222478907,0.022406980222478907,0.014937986814985937,0.014937986814985937,0.014937986814985937,0.007468993407492968,0.007468993407492968,0.0,0.007468993407492968
"Sirohi, RJ",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Tonk, RJ",134.0,0.3798240289341505,0.30948624579819667,0.28135113254381516,0.28135113254381516,0.2672835759166244,0.23914846266224288,0.11254045301752606,0.22508090603505213,0.22508090603505213,0.2672835759166244,0.2672835759166244,0.15474312289909833,0.04220266988157227,0.04220266988157227
"Udaipur, RJ",15.0,0.0,0.0,0.0,0.0,0.0,0.006519863252388145,0.01303972650477629,0.01955958975716443,0.02607945300955258,0.02607945300955258,0.01955958975716443,0.01955958975716443,0.04563904276671701,0.04563904276671701
"East District, SK",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"North District, SK",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"South District, SK",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"West District, SK",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Ariyalur, TN",33.0,0.05315748836183239,0.10631497672366479,0.10631497672366479,0.10631497672366479,0.05315748836183239,0.05315748836183239,0.0,0.0,0.0,0.026578744180916197,0.05315748836183239,0.531574883618324,0.5847323719801564,0.7442048370656534
"Chennai, TN",1728.0,0.39718309859154927,0.40845070422535207,0.46478873239436624,0.4704225352112676,0.5408450704225353,0.46478873239436624,0.5549295774647888,0.7690140845070423,0.8845070422535211,1.152112676056338,1.5690140845070424,1.926760563380282,2.2084507042253523,2.6957746478873243
"Coimbatore, TN",146.0,0.040315869074791115,0.040315869074791115,0.03455645920696381,0.046075278942618425,0.046075278942618425,0.040315869074791115,0.040315869074791115,0.040315869074791115,0.0,0.0,0.0,0.005759409867827303,0.028797049339136516,0.028797049339136516
"Cuddalore, TN",161.0,0.04613823013749192,0.04613823013749192,0.04613823013749192,0.0,0.0,0.0,0.0,0.0,0.0,0.007689705022915321,0.015379410045830643,0.030758820091661285,0.09996616529789917,1.0381101780935684
"Dharmapuri, TN",1.0,0.0,0.0,0.013307605296426907,0.013307605296426907,0.013307605296426907,0.013307605296426907,0.013307605296426907,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Dindigul, TN",90.0,0.10178743360104972,0.09253403054640882,0.09253403054640882,0.04626701527320441,0.027760209163922644,0.027760209163922644,0.027760209163922644,0.0,0.0,0.0,0.009253403054640884,0.009253403054640884,0.009253403054640884,0.10178743360104972
"Erode, TN",70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Kancheepuram, TN",40.0,0.03429352341090242,0.05144028511635364,0.05144028511635364,0.05144028511635364,0.17146761705451213,0.15432085534906093,0.1371740936436097,0.15432085534906093,0.18861437875996337,0.12002733193815848,0.15432085534906093,0.37722875751992674,0.3600819958144755,0.30864171069812185
"Kanniyakumari, TN",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Karur, TN",43.0,0.018577208737232814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018577208737232814,0.018577208737232814,0.018577208737232814,0.03715441747446563
"Krishnagiri, TN",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Madurai, TN",91.0,0.010022455311124575,0.03006736593337372,0.0400898212444983,0.05011227655562287,0.07015718717787202,0.14532560201130632,0.14532560201130632,0.13530314670018176,0.11525823607793259,0.12026946373349488,0.06013473186674744,0.045101048900060586,0.05512350421118516,0.06013473186674744
"Nagapattinam, TN",45.0,0.07434626400730081,0.049564176004867205,0.049564176004867205,0.012391044001216801,0.0,0.0,0.0,0.0,0.0,0.0,0.012391044001216801,0.012391044001216801,0.012391044001216801,0.012391044001216801
"Namakkal, TN",61.0,0.011619941911910384,0.011619941911910384,0.05809970955955191,0.05809970955955191,0.05809970955955191,0.09295953529528307,0.09295953529528307,0.0697196514714623,0.0697196514714623,0.0697196514714623,0.023239883823820768,0.023239883823820768,0.0,0.0
"Perambalur, TN",36.0,0.14171557330149456,0.14171557330149456,0.03542889332537364,0.03542889332537364,0.07085778665074728,0.07085778665074728,0.07085778665074728,0.07085778665074728,0.07085778665074728,0.07085778665074728,0.07085778665074728,0.14171557330149456,0.14171557330149456,1.0274379064358357
"Pudukkottai, TN",1.0,0.010423588580958711,0.010423588580958711,0.010423588580958711,0.010423588580958711,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Ramanathapuram, TN",21.0,0.014952600257184727,0.014952600257184727,0.029905200514369453,0.059810401028738906,0.04485780077155417,0.059810401028738906,0.059810401028738906,0.04485780077155417,0.014952600257184727,0.059810401028738906,0.04485780077155417,0.07476300128592363,0.07476300128592363,0.08971560154310834
"Salem, TN",33.0,0.0,0.0,0.028735566125135347,0.034482679350162415,0.034482679350162415,0.04022979257518948,0.04022979257518948,0.01149422645005414,0.00574711322502707,0.01149422645005414,0.00574711322502707,0.01149422645005414,0.01149422645005414,0.01149422645005414
"Sivaganga, TN",12.0,0.014911463187325258,0.014911463187325258,0.014911463187325258,0.014911463187325258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Thanjavur, TN",58.0,0.25803433604643955,0.16647376519125132,0.16647376519125132,0.08323688259562566,0.08323688259562566,0.05826581781693795,0.008323688259562565,0.0,0.0,0.0,0.01664737651912513,0.01664737651912513,0.01664737651912513,0.024971064778687692
"The Nilgiris, TN",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Theni, TN",44.0,0.03216251073423796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Thiruvallur, TN",81.0,0.03757686145706427,0.021472492261179588,0.021472492261179588,0.03220873839176938,0.021472492261179588,0.026840615326474485,0.01610436919588469,0.01610436919588469,0.010736246130589794,0.01610436919588469,0.042944984522359175,0.08588996904471835,0.09662621517530813,0.13957119969766732
"Thiruvarur, TN",32.0,0.1734887161361855,0.11040191026848166,0.12617361173540761,0.04731510440077786,0.031543402933851904,0.015771701466925952,0.015771701466925952,0.0,0.0,0.0,0.0,0.0,0.0,0.031543402933851904
"Thoothukkudi, TN",27.0,0.011504990865037255,0.011504990865037255,0.011504990865037255,0.011504990865037255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Tiruchirappalli, TN",55.0,0.05158707640561886,0.03684791171829919,0.03684791171829919,0.03684791171829919,0.007369582343659839,0.007369582343659839,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.029478329374639355
"Tirunelveli, TN",65.0,0.04804074816259151,0.04804074816259151,0.03603056112194363,0.012010187040647878,0.012010187040647878,0.012010187040647878,0.012010187040647878,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Tiruppur, TN",114.0,0.23470169818818382,0.23470169818818382,0.016186324012978197,0.016186324012978197,0.008093162006489098,0.024279486019467292,0.024279486019467292,0.016186324012978197,0.016186324012978197,0.016186324012978197,0.0,0.016186324012978197,0.016186324012978197,0.016186324012978197
"Tiruvannamalai, TN",23.0,0.0,0.008100560356262644,0.008100560356262644,0.016201120712525288,0.02430168106878793,0.02430168106878793,0.016201120712525288,0.016201120712525288,0.008100560356262644,0.0,0.0,0.0,0.008100560356262644,0.09720672427515172
"Vellore, TN",23.0,0.03716914812029423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Viluppuram, TN",139.0,0.15289036852789986,0.14333472049490611,0.15289036852789986,0.08600083229694368,0.06688953623095618,0.06688953623095618,0.06688953623095618,0.05733388819796245,0.07644518426394993,0.06688953623095618,0.038222592131974965,0.04777824016496871,0.36311462525376215,0.812230082804468
"Virudhunagar, TN",34.0,0.020583448128938836,0.020583448128938836,0.05145862032234708,0.04116689625787767,0.06175034438681651,0.13379241283810245,0.13379241283810245,0.10291724064469417,0.09262551658022476,0.07204206845128591,0.0,0.0,0.0,0.020583448128938836
"Tenkasi, TN",46.0,0.31258280780348774,0.24154126057542233,0.19891633223858307,0.15629140390174387,0.17049971334735692,0.09945816611929154,0.09945816611929154,0.08524985667367846,0.0710415472280654,0.0,0.0,0.0,0.028416618891226157,0.15629140390174387
"Chengalpattu, TN",94.0,0.046943875467287156,0.046943875467287156,0.05476785471183502,0.03129591697819144,0.0391198962227393,0.01564795848909572,0.01564795848909572,0.10171173017912219,0.1330076471573136,0.16430356413550506,0.22689539809188794,0.2660152943146272,0.17995152262460076,0.17995152262460076
"Ranipet, TN",42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016525142591324135,0.016525142591324135,0.016525142591324135,0.016525142591324135,0.06610057036529654
"Kallakurichi, TN",15.0,0.02919109292181677,0.02919109292181677,0.02919109292181677,0.02919109292181677,0.02919109292181677,0.014595546460908385,0.014595546460908385,0.05838218584363354,0.05838218584363354,0.05838218584363354,0.043786639382725145,0.043786639382725145,0.08757327876545029,0.08757327876545029
"Tirupathur, TN",19.0,,,,,,,,,,,,,,
"Adilabad, TG",19.0,0.19747458220020536,0.19747458220020536,0.19747458220020536,0.056421309200058674,0.056421309200058674,0.0,0.0,0.0,0.0,0.028210654600029337,0.028210654600029337,0.028210654600029337,0.028210654600029337,0.028210654600029337
"Bhadradri Kothagudem, TG",4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Hyderabad, TG",607.0,0.865777724062113,0.6333541739783243,0.5287635764406192,0.3137717926131147,0.2789082601005464,0.23242355008378868,0.18593884006703096,0.14526471880236794,0.14526471880236794,0.11040118628979961,0.07553765377723132,0.15107530755446263,0.23242355008378868,0.24985531634007285
"Jagtial, TG",3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.040674629403282855,0.040674629403282855,0.040674629403282855,0.040674629403282855,0.040674629403282855
"Jangaon, TG",3.0,0.0,0.0,0.034337298719047074,0.06867459743809415,0.06867459743809415,0.06867459743809415,0.06867459743809415,0.034337298719047074,0.0,0.0,0.0,0.0,0.0,0.0
"Jayashankar Bhupalapally, TG",3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.028079752111948356,0.05615950422389671,0.05615950422389671,0.05615950422389671,0.05615950422389671,0.028079752111948356
"Jogulamba Gadwal, TG",45.0,0.2706884961900594,0.33084149534340596,0.42107099407342574,0.48122399322677234,0.48122399322677234,0.42107099407342574,0.3609179949200792,0.06015299915334654,0.0,0.03007649957667327,0.03007649957667327,0.03007649957667327,0.03007649957667327,0.03007649957667327
"Kamareddy, TG",12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Karimnagar, TG",19.0,0.019683818818321305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Khammam, TG",8.0,0.014269009352622182,0.014269009352622182,0.014269009352622182,0.014269009352622182,0.014269009352622182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Komaram Bheem Asifabad, TG",7.0,0.0,0.0,0.0,0.07754417594773523,0.07754417594773523,0.07754417594773523,0.07754417594773523,0.07754417594773523,0.0,0.19386043986933807,0.19386043986933807,0.19386043986933807,0.19386043986933807,0.19386043986933807
"Mahabubabad, TG",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Mahbubnagar, TG",11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Mancherial, TG",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Medak, TG",5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Medchal Malkajgiri, TG",20.0,0.015734384704919318,0.015734384704919318,0.02360157705737897,0.04720315411475794,0.03933596176229829,0.031468769409838636,0.031468769409838636,0.02360157705737897,0.007867192352459659,0.031468769409838636,0.031468769409838636,0.031468769409838636,0.031468769409838636,0.02360157705737897
"Mulugu, TG",2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Nagarkurnool, TG",2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Nalgonda, TG",16.0,0.036778249833425175,0.036778249833425175,0.024518833222283452,0.0,0.0,0.0,0.0,0.0,0.0,0.012259416611141726,0.012259416611141726,0.012259416611141726,0.012259416611141726,0.012259416611141726
"Narayanpet, TG",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Nirmal, TG",19.0,0.0,0.0,0.0,0.028192242904364867,0.028192242904364867,0.028192242904364867,0.028192242904364867,0.028192242904364867,0.0,0.0,0.0,0.0,0.0,0.0
"Nizamabad, TG",62.0,0.10427338395806125,0.052136691979030626,0.052136691979030626,0.052136691979030626,0.039102518984272965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Peddapalli, TG",2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Rajanna Sircilla, TG",3.0,0.0732438415662463,0.0732438415662463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Rangareddy, TG",35.0,0.023513450281397216,0.023513450281397216,0.01567563352093148,0.023513450281397216,0.023513450281397216,0.01567563352093148,0.01567563352093148,0.00783781676046574,0.0,0.00783781676046574,0.01567563352093148,0.03135126704186296,0.03135126704186296,0.03135126704186296
"Sangareddy, TG",7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Siddipet, TG",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Suryapet, TG",82.0,0.6548073774964531,0.5274837207610317,0.5274837207610317,0.5456728145803776,0.5456728145803776,0.07275637527738368,0.01818909381934592,0.01818909381934592,0.05456728145803776,0.12732365673542143,0.12732365673542143,0.12732365673542143,0.12732365673542143,0.07275637527738368
"Vikarabad, TG",37.0,0.09078014184397164,0.09078014184397164,0.09078014184397164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Wanaparthy, TG",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Warangal Rural, TG",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Warangal Urban, TG",27.0,0.017610175864021266,0.017610175864021266,0.017610175864021266,0.03522035172804253,0.052830527592063796,0.03522035172804253,0.03522035172804253,0.03522035172804253,0.017610175864021266,0.017610175864021266,0.017610175864021266,0.017610175864021266,0.017610175864021266,0.017610175864021266
"Yadadri Bhongir, TG",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Dhalai, TR",27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10582346529519455,0.7407642570663618,1.4286167814851265
"Gomati District, TR",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Khowai District, TR",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"North Tripura, TR",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Sepahijala District, TR",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"South Tripura, TR",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Unakoti District, TR",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"West Tripura, TR",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Agra, UP",628.0,0.6482844544355325,0.7076344397007573,0.6391536874716518,0.48849603256761953,0.5980652361341885,0.3013153098080644,0.2739230089164222,0.29674992632612407,0.3834922124829911,0.44284219774821587,0.5706729352425463,0.6939382892549362,0.8902497789783722,0.9039459294241933
"Aligarh, UP",43.0,0.01633164563921925,0.0326632912784385,0.048994936917657744,0.048994936917657744,0.065326582556877,0.059882700677137246,0.09798987383531549,0.087102110075836,0.130653165113754,0.130653165113754,0.11976540135427449,0.09798987383531549,0.09798987383531549,0.054438818797397495
"Ambedkar Nagar, UP",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"C S M Nagar (Amethi), UP",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"J P Nagar (Amroha), UP",32.0,0.08701464184501496,0.1413987929981493,0.1413987929981493,0.1413987929981493,0.08701464184501496,0.07613781161438808,0.02175366046125374,0.02175366046125374,0.02175366046125374,0.01087683023062687,0.01087683023062687,0.054384151153134344,0.054384151153134344,0.07613781161438808
"Auraiya, UP",12.0,0.05829684315307221,0.04372263236480415,0.05829684315307221,0.05829684315307221,0.04372263236480415,0.014574210788268052,0.014574210788268052,0.0,0.0,0.0,0.0,0.0,0.029148421576536104,0.029148421576536104
"Azamgarh, UP",8.0,0.004332277918227821,0.004332277918227821,0.004332277918227821,0.004332277918227821,0.004332277918227821,0.004332277918227821,0.004332277918227821,0.004332277918227821,0.0,0.0,0.0,0.0,0.0,0.0
"Baghpat, UP",17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015359142836956557,0.030718285673913114,0.030718285673913114,0.030718285673913114
"Bahraich, UP",15.0,0.0,0.0,0.06710736633366035,0.06710736633366035,0.06710736633366035,0.07549578712536789,0.07549578712536789,0.008388420791707544,0.008388420791707544,0.008388420791707544,0.0,0.041942103958537716,0.041942103958537716,0.05033052475024525
"Ballia, UP",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Balrampur (Chhattisgarh), UP",1.0,0.0,0.0,0.03339706606774595,0.03339706606774595,0.03339706606774595,0.03339706606774595,0.03339706606774595,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Banda, UP",8.0,0.01111394516712873,0.01111394516712873,0.01111394516712873,0.01111394516712873,0.01111394516712873,0.0,0.0,0.01111394516712873,0.01111394516712873,0.01111394516712873,0.04445578066851492,0.04445578066851492,0.03334183550138618,0.03334183550138618
"Bara Banki, UP",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Bareilly, UP",10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004478938240816385,0.004478938240816385,0.00895787648163277,0.00895787648163277,0.00895787648163277,0.013436814722449156,0.013436814722449156,0.00895787648163277
"Basti, UP",31.0,0.03250637124876476,0.03250637124876476,0.03250637124876476,0.03250637124876476,0.03250637124876476,0.024379778436573567,0.024379778436573567,0.024379778436573567,0.0,0.0,0.01625318562438238,0.07313933530972071,0.07313933530972071,0.07313933530972071
"Sant Ravidas Nagar (Bhadohi), UP",2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012868331871705305,0.012868331871705305,0.012868331871705305,0.012868331871705305
"Bijnor, UP",32.0,0.07057745386949034,0.07057745386949034,0.02714517456518859,0.02714517456518859,0.005429034913037719,0.005429034913037719,0.010858069826075439,0.010858069826075439,0.016287104739113156,0.016287104739113156,0.016287104739113156,0.021716139652150877,0.016287104739113156,0.010858069826075439
"Budaun, UP",16.0,0.04848174042983911,0.04309488038207921,0.04309488038207921,0.026934300238799506,0.0,0.005386860047759901,0.016160580143279705,0.016160580143279705,0.016160580143279705,0.016160580143279705,0.010773720095519803,0.0,0.0,0.0
"Bulandshahr, UP",55.0,0.0514505187498553,0.04573379444431582,0.04001707013877634,0.06860069166647373,0.11433448611078954,0.09718431319417112,0.16006828055510536,0.16006828055510536,0.13148465902740797,0.0743174159720132,0.0743174159720132,0.02286689722215791,0.028583621527697386,0.028583621527697386
"Chandauli, UP",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Chitrakoot, UP",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Deoria, UP",2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006454450779487885,0.01290890155897577,0.01290890155897577,0.01290890155897577
"Etah, UP",11.0,0.034068609637328294,0.034068609637328294,0.034068609637328294,0.034068609637328294,0.0,0.0,0.0,0.0,0.0,0.011356203212442765,0.06813721927465659,0.09084962569954212,0.09084962569954212,0.09084962569954212
"Etawah, UP",7.0,0.025329922237138734,0.012664961118569367,0.012664961118569367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05065984447427747
"Faizabad, UP",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Farrukhabad, UP",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Fatehpur, UP",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Firozabad, UP",158.0,0.2563321038737789,0.30439437335011243,0.2242905908895565,0.21628021264350092,0.20025945615138976,0.19224907790533413,0.2803632386119456,0.27235286036589007,0.2803632386119456,0.2242905908895565,0.32842550808827914,0.29638399510405683,0.37648777756461277,0.38449815581066826
"Gautam Buddha Nagar, UP",179.0,0.11942337617049838,0.13136571378754822,0.0955387009363987,0.20301973948984722,0.1552503890216479,0.17913506425574757,0.35827012851149515,0.3702124661285449,0.2985584404262459,0.3224431156603456,0.42992415421379415,0.2985584404262459,0.39409714136264457,0.5015781799160931
"Ghaziabad, UP",94.0,0.07722915520743322,0.08581017245270357,0.09439118969797394,0.04719559484898697,0.030033560358446253,0.05148610347162214,0.04290508622635179,0.03432406898108144,0.03861457760371661,0.03861457760371661,0.030033560358446253,0.04290508622635179,0.09439118969797394,0.14158678454696091
"Ghazipur, UP",7.0,0.005520703050492074,0.005520703050492074,0.005520703050492074,0.005520703050492074,0.005520703050492074,0.005520703050492074,0.005520703050492074,0.005520703050492074,0.005520703050492074,0.0,0.0,0.0,0.0,0.0
"Gonda, UP",3.0,0.005828548580660993,0.0,0.0,0.0,0.0,0.0,0.0,0.005828548580660993,0.005828548580660993,0.005828548580660993,0.005828548580660993,0.011657097161321985,0.005828548580660993,0.005828548580660993
"Gorakhpur, UP",3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004508286794664443,0.004508286794664443,0.004508286794664443,0.009016573589328886,0.009016573589328886,0.009016573589328886,0.009016573589328886,0.009016573589328886
"Hamirpur (Himachal Pradesh), UP",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Hapur, UP",44.0,0.029890652520417185,0.029890652520417185,0.029890652520417185,0.029890652520417185,0.014945326260208593,0.11956261008166874,0.11956261008166874,0.11956261008166874,0.11956261008166874,0.11956261008166874,0.11956261008166874,0.13450793634187733,0.26901587268375465,0.26901587268375465
"Hardoi, UP",2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Hathras, UP",7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012774018667950882,0.025548037335901764,0.03832205600385264,0.03832205600385264
"Jalaun, UP",5.0,0.0,0.0,0.0,0.0,0.0,0.011970901133524628,0.023941802267049256,0.035912703400573884,0.035912703400573884,0.035912703400573884,0.023941802267049256,0.023941802267049256,0.023941802267049256,0.023941802267049256
"Jaunpur, UP",8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013404610113510237,0.013404610113510237,0.013404610113510237,0.013404610113510237,0.013404610113510237,0.0,0.0
"Jhansi, UP",9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009996226424524742,0.009996226424524742,0.029988679273574226,0.03998490569809897,0.03998490569809897,0.07996981139619794,0.07996981139619794,0.05997735854714845
"Kannauj, UP",7.0,0.02412537959776961,0.02412537959776961,0.02412537959776961,0.02412537959776961,0.012062689798884805,0.012062689798884805,0.012062689798884805,0.012062689798884805,0.0,0.0,0.0,0.0,0.0,0.0
"Kanpur Dehat, UP",2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011141490241168698,0.011141490241168698,0.011141490241168698,0.011141490241168698,0.022282980482337397
"Kanpur Nagar, UP",246.0,0.23179780408755746,0.2274242606142073,0.2886538692411093,0.41548662996826335,0.3892453691281625,0.41548662996826335,0.4198601734416135,0.3892453691281625,0.27115969534770873,0.17931528240735575,0.1399533911472045,0.13120630420050422,0.22305071714085717,0.2580390649276583
