date,close,volume,open,high,low
2012-05-11,32.25,1221005.0000,32.49,33.44,32.16
2012-05-14,30.06,1380742.0000,31.92,32.13,30.05
2012-05-15,29.43,1585532.0000,30.26,30.96,29.22
2012-05-16,29.18,1256184.0000,29.58,30.18,28.88
2012-05-17,28.57,1148918.0000,29.3,29.79,28.24
2012-05-18,27.56,1616487.0000,28.37,28.46,26.83
2012-05-21,28.77,1475170.0000,27.58,29.26,27.12
2012-05-22,30.79,2366170.0000,30.1,31.34,30.0
2012-05-23,31.02,1220349.0000,30.56,31.05,29.5
2012-05-24,30.32,1075520.0000,31.25,31.25,29.69
2012-05-25,29.81,757009.0000,30.16,30.4076,29.2
2012-05-29,31.69,1647379.0000,30.01,31.93,30.01
2012-05-30,30.41,1307141.0000,31.08,31.42,30.24
2012-05-31,29.5,1118365.0000,30.07,30.29,28.75
2012-06-01,28.15,885710.0000,28.53,29.16,27.76
2012-06-04,27.88,1030834.0000,28.03,28.41,27.11
2012-06-05,27.91,630885.0000,27.84,28.39,27.56
2012-06-06,29.22,909808.0000,28.2,29.45,28.14
2012-06-07,28.93,492015.0000,29.81,29.87,28.85
2012-06-08,30.08,879409.0000,28.86,30.19,28.1475
2012-06-11,29.12,635317.0000,30.31,31.0,28.9584
2012-06-12,29.66,568994.0000,29.23,29.84,28.81
2012-06-13,29.77,844371.0000,29.55,30.64,29.47
2012-06-14,29.39,872161.0000,30.18,30.65,28.62
2012-06-15,29.91,646594.0000,29.39,29.95,28.81
2012-06-18,31.84,1256796.0000,29.94,32.33,29.5
2012-06-19,32.09,910829.0000,32.02,32.6594,31.5
2012-06-20,33.78,3422342.0000,33.5,34.5,33.21
2012-06-21,32.19,1889095.0000,34.26,34.28,31.84
2012-06-22,33.785,3009780.0000,32.6,33.98,32.46
2012-06-25,33.11,1495174.0000,33.94,34.12,32.75
2012-06-26,31.61,2613849.0000,32.05,32.35,31.39
2012-06-27,31.96,1047194.0000,31.9,32.445,31.57
2012-06-28,31.41,914040.0000,31.9,32.11,30.62
2012-06-29,31.29,1125704.0000,32.8,32.8,31.0
2012-07-02,30.4,1307529.0000,31.35,31.7995,30.19
2012-07-03,30.66,947128.0000,30.6,31.0,30.4
2012-07-05,31.23,1253766.0000,30.81,31.67,30.8
2012-07-06,30.99,784461.0000,30.99,31.73,30.8
2012-07-09,31.49,906915.0000,30.94,31.83,30.67
2012-07-10,31.27,758352.0000,31.54,32.48,30.89
2012-07-11,31.51,638516.0000,31.57,31.68,31.01
2012-07-12,32.7,1125670.0000,31.29,33.01,30.8
2012-07-13,34.25,1304512.0000,32.97,34.4,32.83
2012-07-16,35.96,1743908.0000,34.32,36.0,33.9
2012-07-17,33.35,2569213.0000,35.0,35.21,32.38
2012-07-18,32.15,2881884.0000,31.42,33.67,31.06
2012-07-19,32.27,1435878.0000,32.72,33.15,32.04
2012-07-20,31.79,1568466.0000,32.07,32.25,31.25
2012-07-23,30.66,1386643.0000,31.05,31.3,30.62
2012-07-24,29.84,1500251.0000,30.66,31.04,29.62
2012-07-25,28.95,2821466.0000,29.92,29.98,28.75
2012-07-26,28.13,2262205.0000,29.9,30.0,27.64
2012-07-27,29.51,1672968.0000,28.71,29.66,28.1
2012-07-30,27.35,2065200.0000,29.51,30.248,27.21
2012-07-31,27.42,1575060.0000,27.54,27.97,27.35
2012-08-01,26.25,1591988.0000,27.99,27.99,26.03
2012-08-02,26.1,1305016.0000,26.84,26.85,25.52
2012-08-03,27.27,1209470.0000,26.9,27.55,26.74
2012-08-06,28.27,1528169.0000,27.55,28.7,27.55
2012-08-07,30.25,2387184.0000,28.77,30.9,28.5
2012-08-08,29.09,1308895.0000,29.9,30.0,28.59
2012-08-09,29.41,671608.0000,29.52,30.0,29.1301
2012-08-10,29.94,707390.0000,29.31,29.94,29.31
2012-08-13,31.17,870050.0000,29.69,31.3,29.101
2012-08-14,29.42,793336.0000,30.75,31.17,29.26
2012-08-15,29.4,525385.0000,29.39,29.7,28.81
2012-08-16,30.3,668973.0000,29.53,30.39,29.5
2012-08-17,30.01,508122.0000,30.29,30.71,29.98
2012-08-20,29.51,1179008.0000,30.15,30.39,29.1
2012-08-21,29.11,761516.0000,29.58,30.0,29.0
2012-08-22,29.95,775490.0000,29.01,30.04,29.01
2012-08-23,30.73,1470974.0000,30.0,30.85,29.65
2012-08-24,29.5,1429311.0000,30.06,30.24,29.41
2012-08-27,28.32,1350325.0000,29.57,29.7,28.17
2012-08-28,28.69,1402656.0000,28.4,29.375,28.0
2012-08-29,28.41,838883.0000,28.49,28.64,28.02
2012-08-30,28.41,656307.0000,28.6,28.74,28.1
2012-08-31,28.52,539736.0000,28.61,28.84,28.2
2012-09-04,28.14,752496.0000,28.52,28.99,27.9
2012-09-05,27.94,639227.0000,28.01,28.5,27.81
2012-09-06,28.55,841643.0000,28.0,28.9,27.9
2012-09-07,29.35,953151.0000,28.55,29.57,28.5
2012-09-10,27.37,1483015.0000,29.2,29.35,27.295
2012-09-11,27.8,1014671.0000,27.76,28.16,27.4
2012-09-12,28.28,1128834.0000,27.9,28.58,27.8
2012-09-13,29.48,1478686.0000,28.57,29.5,28.48
2012-09-14,30.39,1536569.0000,30.0,30.65,29.65
2012-09-17,32.54,3212741.0000,32.35,32.78,31.51
2012-09-18,31.34,1788480.0000,31.88,31.9,30.68
2012-09-19,31.05,1048457.0000,31.0,31.74,30.94
2012-09-20,30.9,912372.0000,30.93,31.5,30.68
2012-09-21,30.02,1869970.0000,31.1,31.49,29.54
2012-09-24,30.66,1301404.0000,29.51,31.03,29.4
2012-09-25,27.66,5670068.0000,28.62,29.48,27.53
2012-09-26,27.54,1527176.0000,27.66,28.4,27.48
2012-09-27,28.49,1758153.0000,27.82,28.54,27.6
2012-09-28,29.28,4342689.0000,28.73,29.89,28.61
2012-10-01,29.16,884305.0000,29.5,29.89,29.0
2012-10-02,29.8,728969.0000,29.28,29.89,29.0
2012-10-03,29.3,1049718.0000,29.75,29.95,29.2401
2012-10-04,29.4,1541207.0000,30.0,30.1,28.65
2012-10-05,28.89,938359.0000,29.7,29.81,28.68
2012-10-08,29.25,889679.0000,28.86,29.4,28.611
2012-10-09,28.37,1192092.0000,29.12,29.12,28.25
2012-10-10,28.4,503563.0000,28.39,28.72,28.01
2012-10-11,28.32,450571.0000,28.94,28.98,28.25
2012-10-12,27.64,987535.0000,28.32,28.73,27.5
2012-10-15,27.33,1468667.0000,28.02,28.05,26.86
2012-10-16,28.06,479248.0000,27.67,28.09,27.34
2012-10-17,28.8191,667963.0000,28.25,28.84,27.8
2012-10-18,28.04,740947.0000,28.99,28.99,27.78
2012-10-19,27.74,1027302.0000,27.83,28.2,27.3
2012-10-22,27.85,470198.0000,27.99,28.0,27.36
2012-10-23,28.39,748998.0000,27.38,28.56,27.3702
2012-10-24,27.42,1016368.0000,28.52,28.52,27.25
2012-10-25,27.52,577686.0000,27.8,27.8,27.45
2012-10-26,27.38,477305.0000,27.53,27.8,27.02
2012-10-31,28.1314,775142.0000,27.7,28.35,27.37
2012-11-01,29.2454,1024054.0000,28.25,29.49,28.2
2012-11-02,28.9182,1030265.0000,29.27,29.55,28.55
2012-11-05,31.5,2048767.0000,29.8,31.58,29.33
2012-11-06,31.15,2323743.0000,30.61,31.2,29.95
2012-11-07,31.54,1714469.0000,31.0,32.05,30.81
2012-11-08,31.31,1273986.0000,31.01,31.88,30.94
2012-11-09,30.32,862928.0000,30.6,30.93,29.85
2012-11-12,31.07,555896.0000,30.29,31.42,30.16
2012-11-13,31.6143,998263.0000,31.29,32.0,30.72
2012-11-14,31.38,871215.0000,31.96,32.12,31.204
2012-11-15,30.82,983841.0000,31.3,31.44,30.5
2012-11-16,31.8399,908650.0000,31.15,32.0,30.5901
2012-11-19,32.92,1392168.0000,32.07,33.25,31.84
2012-11-20,33.0,922427.0000,32.8,33.1,31.91
2012-11-21,32.47,963133.0000,32.61,33.47,32.286
2012-11-23,32.13,430212.0000,32.6,32.83,31.7
2012-11-26,32.27,495739.0000,32.1,32.3,31.62
2012-11-27,32.15,910770.0000,32.13,32.66,31.52
2012-11-28,33.23,1525199.0000,32.0,34.29,31.91
2012-11-29,33.69,1103315.0000,33.44,34.0,32.87
2012-11-30,33.82,1420284.0000,33.63,34.28,33.01
2012-12-03,34.62,2085639.0000,33.89,35.0,33.5
2012-12-04,33.9,1263240.0000,34.08,34.8,33.55
2012-12-05,33.71,661486.0000,33.82,34.19,33.58
2012-12-06,33.9,657256.0000,33.82,34.8,33.5
2012-12-07,34.17,664386.0000,34.3,34.49,33.85
2012-12-10,34.57,929751.0000,34.43,34.7999,34.18
2012-12-11,35.28,1572310.0000,34.6,35.5,34.46
2012-12-12,35.26,2063727.0000,35.21,35.8,34.95
2012-12-13,33.61,2150624.0000,35.26,35.3,32.75
2012-12-14,33.81,1022743.0000,33.78,34.4,33.59
2012-12-17,34.4,824809.0000,33.77,34.5,33.75
2012-12-18,34.59,1553836.0000,34.26,35.07,34.26
2012-12-19,34.61,1269531.0000,34.75,35.26,34.52
2012-12-20,34.43,921194.0000,34.51,34.7881,34.05
2012-12-21,34.0,1492306.0000,33.94,34.17,33.58
2012-12-24,34.28,375796.0000,33.64,34.35,33.55
2012-12-26,33.59,601384.0000,33.96,34.5,33.5
2012-12-27,33.69,561085.0000,33.5,33.91,33.0
2012-12-28,33.22,414035.0000,33.38,33.65,33.02
2012-12-31,33.87,594846.0000,33.0,33.97,33.0
2013-01-02,35.36,1194710.0000,35.0,35.4499,34.705
2013-01-03,34.77,741941.0000,35.18,35.45,34.75
2013-01-04,34.4,673993.0000,34.8,34.8,33.92
2013-01-07,34.34,441909.0000,34.8,34.8,33.9
2013-01-08,33.68,1283743.0000,34.5,34.5,33.11
2013-01-09,33.64,697979.0000,34.01,34.19,33.4
2013-01-10,33.53,922405.0000,33.87,33.99,33.38
2013-01-11,32.91,1562974.0000,34.04,34.04,32.11
2013-01-14,33.26,925018.0000,33.08,33.38,32.85
2013-01-15,33.9,1623845.0000,33.11,34.25,33.08
2013-01-16,34.1,1378138.0000,33.85,34.23,33.73
2013-01-17,34.38,1436604.0000,34.16,34.85,33.92
2013-01-18,34.52,3555074.0000,34.74,34.78,33.82
2013-01-22,35.19,1920131.0000,34.56,35.55,34.26
2013-01-23,36.0,1563452.0000,35.02,36.24,34.96
2013-01-24,36.99,1970389.0000,36.0,37.72,35.84
2013-01-25,36.98,1287703.0000,37.0,37.54,36.8
2013-01-28,38.03,1985892.0000,36.86,38.71,36.86
2013-01-29,37.95,1426503.0000,38.1,38.44,37.13
2013-01-30,37.52,968098.0000,37.85,38.0,37.43
2013-01-31,37.51,901318.0000,37.87,37.87,36.93
2013-02-01,38.3,1100390.0000,38.17,38.5,37.62
2013-02-04,37.74,1127989.0000,38.4,38.42,37.59
2013-02-05,38.13,1310192.0000,38.0,38.65,37.68
2013-02-06,39.17,1892848.0000,38.18,39.39,37.9045
2013-02-07,39.48,1196521.0000,39.19,39.68,38.95
2013-02-08,39.24,1139533.0000,39.45,40.0,39.14
2013-02-11,38.42,3265648.0000,37.98,39.15,37.5
2013-02-12,37.89,2260409.0000,38.45,38.87,37.29
2013-02-13,38.45,966802.0000,38.3,39.0,38.05
2013-02-14,38.3,990640.0000,38.64,38.75,38.21
2013-02-15,37.04,2017449.0000,38.5,38.51,36.95
2013-02-19,39.28,2700540.0000,37.36,39.29,37.31
2013-02-20,38.54,3078371.0000,39.3,39.65,38.46
2013-02-21,35.16,9035810.0000,36.49,37.39,34.54
2013-02-22,36.11,2545223.0000,35.72,36.39,35.6
2013-02-25,34.38,2889237.0000,36.15,36.75,34.34
2013-02-26,34.43,2762900.0000,34.46,34.96,33.8
2013-02-27,35.1,1959129.0000,34.41,35.41,34.4
2013-02-28,34.83,1964893.0000,35.89,36.1,34.37
2013-03-01,34.65,1546400.0000,35.0,35.08,34.25
2013-03-04,35.58,1757660.0000,34.77,35.83,34.7
2013-03-05,36.65,2086969.0000,36.0,36.92,35.79
2013-03-06,37.69,1149925.0000,37.01,37.88,36.97
2013-03-07,38.23,1158254.0000,37.73,38.65,36.88
2013-03-08,38.47,912052.0000,38.06,39.44,37.36
2013-03-11,39.1,1579440.0000,38.87,39.44,38.65
2013-03-12,39.12,1274426.0000,38.9,39.38,38.85
2013-03-13,38.98,821986.0000,39.0,39.49,38.81
2013-03-14,36.85,2020811.0000,38.9,38.91,36.77
2013-03-15,35.29,3279577.0000,36.64,36.65,35.21
2013-03-18,35.15,1316036.0000,35.3,36.06,34.92
2013-03-19,35.08,1083765.0000,35.25,35.6,34.94
2013-03-20,35.95,1422984.0000,35.26,36.07,35.16
2013-03-21,36.01,1146287.0000,35.95,37.06,35.74
2013-03-22,36.62,442535.0000,36.2,36.8,36.2
2013-03-25,37.53,2375218.0000,37.1,38.52,36.77
2013-03-26,37.86,1805587.0000,37.98,38.22,37.66
2013-03-27,38.16,1296283.0000,37.94,38.38,37.31
2013-03-28,37.89,1158652.0000,38.23,38.24,37.75
2013-04-01,43.93,14088400.0000,42.36,46.68,41.7
2013-04-02,44.34,6600998.0000,43.6,45.5,43.5101
2013-04-03,41.1,5643205.0000,43.1,43.47,40.2105
2013-04-04,42.01,2264742.0000,41.11,42.25,40.811
2013-04-05,41.37,1552097.0000,42.0,42.0,40.5
2013-04-08,41.83,1679001.0000,41.97,42.5499,41.51
2013-04-09,40.5,1696036.0000,41.8,41.8299,40.33
2013-04-10,41.86,2121088.0000,40.7,42.01,40.61
2013-04-11,43.59,3446342.0000,42.06,44.55,41.75
2013-04-12,43.75,3149372.0000,43.25,45.139,43.05
2013-04-15,43.3,1677780.0000,43.5,43.8,42.51
2013-04-16,45.59,3180338.0000,44.19,46.14,43.91
2013-04-17,45.45,2118428.0000,45.5,45.95,44.54
2013-04-18,46.97,3367887.0000,45.98,47.599,45.3901
2013-04-19,47.83,3011536.0000,47.46,49.88,47.07
2013-04-22,50.19,3939327.0000,48.6,50.2,47.75
2013-04-23,51.01,3733250.0000,51.0,52.92,50.66
2013-04-24,50.43,2629908.0000,50.9,51.05,48.98
2013-04-25,52.0,2795635.0000,50.5,52.4,50.5
2013-04-26,51.2,3620350.0000,53.13,53.74,50.62
2013-04-29,54.94,3638381.0000,51.76,54.99,51.2
2013-04-30,53.99,5522548.0000,56.0,58.18,53.76
2013-05-01,53.28,2742593.0000,55.99,55.99,53.0
2013-05-02,54.11,3045669.0000,53.85,55.27,53.7
2013-05-03,54.55,3378303.0000,56.47,56.47,54.5
2013-05-06,59.5,4365030.0000,56.39,59.66,55.5
2013-05-07,55.51,9985041.0000,62.0,62.37,55.12
2013-05-08,55.7865,5838969.0000,57.5,58.2,55.71
2013-05-09,69.4,28551660.0000,70.12,75.77,63.69
2013-05-10,76.764,25072050.0000,69.65,81.0,69.25
2013-05-13,87.8,22343570.0000,80.99,88.0,79.151
2013-05-14,83.24,37103240.0000,94.22,97.12,81.15
2013-05-15,84.842,16642860.0000,81.8,86.88,78.11
2013-05-16,92.248,21577970.0000,94.7,95.0,88.66
2013-05-17,91.5,18986880.0000,92.5,94.4399,87.5
2013-05-20,89.94,8326361.0000,91.12,92.5,88.63
2013-05-21,87.59,8996046.0000,88.5,89.99,85.2801
2013-05-22,87.24,8564386.0000,86.37,90.96,85.5
2013-05-23,92.73,12015700.0000,84.805,93.01,83.05
2013-05-24,97.08,16077980.0000,92.6,97.95,92.0
2013-05-28,110.334,19596090.0000,101.55,110.75,100.3
2013-05-29,104.629,25061470.0000,113.55,114.9,99.0
2013-05-30,104.95,16129720.0000,102.46,109.54,101.2
2013-05-31,97.76,15145370.0000,106.26,106.44,97.73
2013-06-03,92.59,19134000.0000,97.62,97.62,88.25
2013-06-04,94.84,8837894.0000,92.75,96.42,92.4001
2013-06-05,95.37,12209560.0000,93.66,97.9699,89.11
2013-06-06,97.35,9509080.0000,95.25,99.27,95.11
2013-06-07,102.04,10706180.0000,98.0,102.9,96.7
2013-06-10,100.05,9207140.0000,98.93,102.52,98.57
2013-06-11,94.47,7391870.0000,98.18,98.68,94.05
2013-06-12,97.73,9184497.0000,96.8,100.48,95.75
2013-06-13,98.18,5961343.0000,99.0,99.28,95.1201
2013-06-14,100.3,6561448.0000,100.0,102.52,99.33
2013-06-17,102.2,7063642.0000,103.6,104.75,101.2
2013-06-18,103.39,8793233.0000,101.75,103.98,99.2
2013-06-19,104.68,8578292.0000,102.06,106.67,102.01
2013-06-20,100.65,10103660.0000,104.65,107.13,99.45
2013-06-21,99.55,11702490.0000,103.7,103.7,97.5
2013-06-24,101.49,7115222.0000,96.5,102.87,95.3
2013-06-25,102.4,5845857.0000,103.1,104.2,100.55
2013-06-26,105.72,6592090.0000,103.8,105.8699,102.66
2013-06-27,109.25,8738707.0000,106.75,110.25,106.132
2013-06-28,107.36,5747803.0000,108.57,109.44,106.71
2013-07-01,117.179,10882830.0000,109.36,117.77,109.15
2013-07-02,117.82,12061590.0000,118.255,121.89,115.5
2013-07-03,115.24,4806662.0000,118.0,119.25,114.27
2013-07-05,120.09,6815232.0000,118.32,120.28,115.7
2013-07-08,121.61,7804363.0000,121.37,122.1799,118.82
2013-07-09,123.45,8567075.0000,124.64,125.32,121.91
2013-07-10,122.27,5692372.0000,123.19,123.25,120.79
2013-07-11,125.61,7480691.0000,124.88,126.09,122.35
2013-07-12,129.9,11341990.0000,125.5,129.94,124.51
2013-07-15,127.26,9914409.0000,133.03,133.259,126.82
2013-07-16,109.05,32325350.0000,126.28,126.32,107.3
2013-07-17,120.25,25994150.0000,106.52,121.62,104.5
2013-07-18,119.03,11364370.0000,120.97,122.73,116.18
2013-07-19,119.68,5883963.0000,118.5,120.55,116.51
2013-07-22,122.43,9797193.0000,119.89,126.68,119.88
2013-07-23,122.74,7735416.0000,124.0,125.56,121.82
2013-07-24,121.7,6866543.0000,124.47,124.5,119.56
2013-07-25,124.07,5283874.0000,120.4,124.75,120.19
2013-07-26,129.39,9627227.0000,128.14,130.68,126.61
2013-07-29,134.62,9678085.0000,129.32,135.37,128.25
2013-07-30,131.74,13119920.0000,134.8,137.49,128.18
2013-07-31,134.28,6338258.0000,132.57,134.975,131.45
2013-08-01,135.55,5307491.0000,135.0,136.52,132.631
2013-08-02,138.0,6221159.0000,134.59,138.25,133.61
2013-08-05,144.68,10170820.0000,140.01,144.89,139.65
2013-08-06,142.15,9252258.0000,144.75,145.73,141.1
2013-08-07,134.23,17818600.0000,141.89,141.95,132.36
2013-08-08,153.48,27233590.0000,154.355,158.88,150.46
2013-08-09,153.0,8926196.0000,152.4,155.95,151.25
2013-08-12,147.38,14885790.0000,149.43,150.5,142.05
2013-08-13,145.43,8724841.0000,149.5,149.84,144.45
2013-08-14,139.36,11680010.0000,142.72,144.8399,138.05
2013-08-15,139.67,10179070.0000,136.4301,143.5999,135.0
2013-08-16,142.0,7093792.0000,141.63,143.907,140.97
2013-08-19,144.9,8021902.0000,143.427,147.38,142.83
2013-08-20,149.58,6387825.0000,148.65,149.78,147.0
2013-08-21,147.86,6249798.0000,150.0,150.3091,146.25
2013-08-22,157.1,10544220.0000,149.22,157.48,148.14
2013-08-23,161.839,12913320.0000,157.0,162.3,155.0
2013-08-26,164.22,24071200.0000,165.15,173.0,160.25
2013-08-27,167.01,17515670.0000,162.3,168.8,160.9501
2013-08-28,166.45,14713320.0000,169.06,171.5,163.25
2013-08-29,166.06,9435470.0000,164.215,167.75,162.51
2013-08-30,169.0,10997830.0000,166.37,169.21,163.96
2013-09-03,168.94,12021470.0000,173.4,173.7,166.4
2013-09-04,170.622,11447440.0000,169.77,171.62,165.56
2013-09-05,169.93,6685292.0000,170.1,171.5,168.25
2013-09-06,166.97,8601839.0000,168.57,169.7,165.15
2013-09-09,160.7,14311250.0000,163.12,164.5,158.51
2013-09-10,166.37,8947680.0000,161.45,167.5,160.63
2013-09-11,163.52,5815497.0000,166.41,167.895,162.13
2013-09-12,164.93,6095815.0000,164.0,166.76,160.51
2013-09-13,165.54,5396873.0000,162.77,166.37,162.16
2013-09-16,166.58,7579727.0000,168.0,170.85,165.85
2013-09-17,166.23,5496924.0000,165.08,168.42,163.361
2013-09-18,166.218,5322343.0000,167.07,167.45,164.2
2013-09-19,177.92,15577020.0000,170.8,180.47,169.08
2013-09-20,183.39,13375710.0000,178.9,185.83,178.56
2013-09-23,181.11,8172719.0000,184.48,185.48,177.11
2013-09-24,182.33,6272442.0000,179.14,184.96,177.65
2013-09-25,185.238,8235227.0000,183.56,186.3,180.5
2013-09-26,188.64,6614193.0000,186.7,189.68,185.611
2013-09-27,190.9,5915047.0000,187.52,191.28,186.43
2013-09-30,193.37,8923283.0000,189.0,194.5,188.0
2013-10-01,193.0,7754694.0000,193.96,194.23,188.37
2013-10-02,180.95,20717780.0000,188.59,191.83,175.4
2013-10-03,173.31,23764970.0000,175.045,179.69,168.0
2013-10-04,180.98,14367650.0000,176.4,181.18,172.65
2013-10-07,183.07,11461000.0000,182.46,186.73,180.26
2013-10-08,174.73,13724220.0000,184.4,185.93,173.21
2013-10-09,168.78,15301220.0000,174.73,174.99,161.5
2013-10-10,172.93,8836616.0000,173.09,175.75,169.69
2013-10-11,178.7,8296133.0000,172.75,179.288,171.2
2013-10-14,179.72,7757278.0000,175.0,182.5,174.15
2013-10-15,183.94,10955250.0000,185.28,188.789,183.18
2013-10-16,183.56,8189484.0000,184.9,187.3,182.09
2013-10-17,182.802,6689169.0000,183.54,184.8,180.99
2013-10-18,183.4,5907096.0000,184.15,185.96,182.52
2013-10-21,172.6,11517300.0000,183.28,183.39,171.0
2013-10-22,171.54,11385930.0000,170.5,177.78,166.11
2013-10-23,164.5,13319270.0000,168.91,171.81,160.15
2013-10-24,173.15,10782700.0000,165.0,174.5,162.8255
2013-10-25,169.66,7577453.0000,174.21,174.5,166.8
2013-10-28,162.86,7807152.0000,170.18,170.5,162.2
2013-10-29,164.47,14083380.0000,162.76,165.4458,153.0
2013-10-30,159.22,8373362.0000,164.63,167.6799,158.17
2013-10-31,159.94,9332945.0000,155.67,162.44,153.3
2013-11-01,162.17,7160261.0000,163.0,165.9,160.41
2013-11-04,175.2,13053120.0000,165.0,175.3899,164.22
2013-11-05,176.81,21714180.0000,180.0,181.43,171.3601
2013-11-06,151.16,31029770.0000,154.81,160.73,146.355
2013-11-07,139.772,22187220.0000,144.19,145.65,137.62
2013-11-08,137.95,22446140.0000,136.48,140.6,132.32
2013-11-11,144.698,13964490.0000,141.0,145.42,137.1
2013-11-12,137.8,14904150.0000,144.69,144.7,136.18
2013-11-13,138.7,12619540.0000,140.84,142.37,136.3425
2013-11-14,137.6,12162530.0000,138.92,140.4,134.111
2013-11-15,135.45,9870719.0000,136.85,137.95,134.35
2013-11-18,121.58,23052140.0000,135.27,135.45,119.61
2013-11-19,126.09,19783890.0000,119.43,129.0,119.22
2013-11-20,121.11,13830110.0000,126.08,127.45,119.06
2013-11-21,122.1,11890950.0000,122.89,124.789,120.25
2013-11-22,121.38,11095140.0000,121.58,122.75,117.93
2013-11-25,120.84,10257990.0000,124.5,125.84,120.3
2013-11-26,120.5,13869230.0000,119.38,122.72,116.1
2013-11-27,126.94,12342800.0000,121.31,126.95,119.52
2013-11-29,127.28,9716219.0000,129.77,130.59,126.98
2013-12-02,124.17,7642470.0000,126.35,128.55,123.931
2013-12-03,144.7,25620170.0000,132.68,144.94,131.59
2013-12-04,138.95,13121620.0000,144.32,144.43,137.13
2013-12-05,140.48,9277795.0000,140.15,143.35,139.5
2013-12-06,137.36,7881590.0000,141.51,142.49,136.3
2013-12-09,141.6,9014394.0000,137.0,141.7,134.21
2013-12-10,142.19,10725610.0000,140.05,145.87,139.86
2013-12-11,139.65,7128291.0000,141.88,143.05,139.49
2013-12-12,147.47,10741360.0000,139.7,148.24,138.53
2013-12-13,147.654,10590620.0000,148.05,151.8,147.32
2013-12-16,147.94,6660961.0000,148.48,150.43,146.1
2013-12-17,152.46,10472460.0000,147.58,154.63,146.3235
2013-12-18,147.98,11565140.0000,152.24,154.9,145.95
2013-12-19,140.72,12730030.0000,146.9,147.0,139.1
2013-12-20,143.24,7352177.0000,141.58,144.35,141.58
2013-12-23,143.55,5330909.0000,144.85,146.24,142.601
2013-12-24,151.41,9941485.0000,150.0,154.97,149.82
2013-12-26,155.5,7111247.0000,155.04,158.0,154.29
2013-12-27,151.12,5459669.0000,155.3,155.4999,150.8
2013-12-30,152.44,4461968.0000,151.12,154.81,150.75
2013-12-31,150.429,4262398.0000,152.32,153.2,148.661
2014-01-02,150.1,6188202.0000,149.8,152.4769,146.55
2014-01-03,149.56,4691589.0000,150.0,152.19,148.601
2014-01-06,147.0,5361072.0000,150.0,150.4,145.24
2014-01-07,149.36,5034083.0000,147.62,150.4,145.25
2014-01-08,151.28,6154868.0000,148.85,153.7,148.76
2014-01-09,147.53,5380624.0000,152.5,153.43,146.85
2014-01-10,145.7199,7445861.0000,148.46,148.9,142.25
2014-01-13,139.34,6314832.0000,145.78,147.0,137.82
2014-01-14,161.27,27558800.0000,140.5,162.0,136.671
2014-01-15,164.13,20461310.0000,168.45,172.23,162.1
2014-01-16,170.97,11957980.0000,162.5,172.7,162.4
2014-01-17,170.01,9205616.0000,170.19,173.2,167.95
2014-01-21,176.68,9550446.0000,171.24,177.29,170.81
2014-01-22,178.56,7021769.0000,177.81,180.319,174.76
2014-01-23,181.5,7863768.0000,177.23,182.38,173.42
2014-01-24,174.6,7684134.0000,177.85,180.48,173.531
2014-01-27,169.62,8714715.0000,175.16,177.92,164.71
2014-01-28,178.38,6090396.0000,171.5,178.98,171.0
2014-01-29,175.23,5934083.0000,175.3,179.09,173.131
2014-01-30,182.84,8562363.0000,178.0,184.78,177.01
2014-01-31,181.41,6507957.0000,178.85,186.0,178.5146
2014-02-03,177.11,6764261.0000,182.89,184.8797,175.16
2014-02-04,178.73,4685739.0000,180.7,181.6,176.2
2014-02-05,174.42,7267674.0000,178.3,180.59,169.36
2014-02-06,178.38,5840728.0000,176.3,180.11,176.0
2014-02-07,186.53,8951247.0000,181.01,186.63,179.6
2014-02-10,196.56,12963450.0000,189.34,199.3,189.32
2014-02-11,196.62,10681830.0000,198.97,202.2,192.7
2014-02-12,195.32,5171888.0000,195.78,198.269,194.32
2014-02-13,199.63,8024948.0000,193.34,202.72,193.25
2014-02-14,198.23,6164371.0000,198.1,201.88,197.0
2014-02-18,203.7,9327414.0000,205.244,206.0,201.3601
2014-02-19,193.64,16038700.0000,203.7,203.7,193.41
2014-02-20,209.97,18000940.0000,215.01,215.21,206.27
2014-02-21,209.6,7817352.0000,211.64,213.98,209.19
2014-02-24,217.65,8286273.0000,208.76,218.36,208.32
2014-02-25,248.0,32648710.0000,230.0,259.2,228.45
2014-02-26,253.0,24535130.0000,258.58,265.0,247.5
2014-02-27,252.54,17939220.0000,261.25,261.9,248.33
2014-02-28,244.81,14585150.0000,249.65,252.68,242.55
2014-03-03,250.56,13083260.0000,237.26,251.65,234.99
2014-03-04,254.84,8739446.0000,258.48,260.0,252.83
2014-03-05,252.66,5932037.0000,256.72,256.99,251.8
2014-03-06,252.94,7356920.0000,254.14,257.5,249.45
2014-03-07,246.21,7806564.0000,252.94,254.85,244.41
2014-03-10,238.84,7725236.0000,242.7,243.0,236.06
2014-03-11,234.41,8792986.0000,236.5,244.6,232.4262
2014-03-12,241.49,9779276.0000,231.5,247.5,231.11
2014-03-13,237.79,6223150.0000,243.79,244.19,234.0
2014-03-14,230.97,8254035.0000,235.29,236.9365,228.32
2014-03-17,233.98,5898403.0000,234.95,237.93,230.5
2014-03-18,240.04,6231210.0000,236.95,241.5,235.02
2014-03-19,235.84,5063434.0000,241.39,241.55,233.51
2014-03-20,234.91,3811031.0000,236.16,239.25,233.36
2014-03-21,228.89,8214207.0000,236.02,236.2,227.5
